review_id,original_text,pre_translated_text,emoji_converted,detected_lang,confidence,translated_text,cleaned_text,post_translated
3cd5e290-1a48-4b9f-858a-407f52792b34,good app,gooddood appp,gooddood appp,en,0.266,gooddood appp,gooddood app,gooddood app
795f9d68-56ba-4cc7-b435-6e8909977a44,eta onek valo,ita very good,ita very good,en,0.964,ita very good,ita very good,ita very good
57efeda8-cc14-4fec-b0d8-22a5cad4d3fb,খুব ভালো,খুব good,খুব good,en,0.614,খুব good,good,good
a68dd288-33b4-4cb5-b040-46e325c94cb6,nice,nice,nice,en,0.839,nice,nice,nice
af8270fa-fc39-4ae4-83d2-53794448a4e7,available holiday,abrotherlable holiday,abrotherlable holiday,en,0.606,abrotherlable holiday,abrotherlable holiday,abrotherlable holiday
6a23d7f6-8872-465c-9382-58101123d0d6,খুব ভালো,খুব good,খুব good,en,0.614,খুব good,good,good
b14ee159-cac3-4adf-8dd3-5931e098045a,valo,good,good,en,0.895,good,good,good
fda7a59e-9afb-463c-a40a-59461c5f6ec3,খুবই ভালো,খুবই good,খুবই good,en,0.303,খুবই good,good,good
00efdbbc-b136-478e-8ac6-c1606db35a74,ভালো,good,good,en,0.895,good,good,good
3001db33-de25-4d0b-86d7-8a5cd597a495,valo,good,good,en,0.895,good,good,good
ea27d44c-6ec3-46d9-aa5a-443e6a955344,good app,gooddood appp,gooddood appp,en,0.266,gooddood appp,gooddood app,gooddood app
f4ed9991-eac1-4f75-aff7-7bb31d0c117a,ভালো,good,good,en,0.895,good,good,good
51593077-b365-413c-8430-4d1a492f7b65,ভালো,good,good,en,0.895,good,good,good
a4deaac3-918c-4713-820f-c45359c3aa53,ভালো,good,good,en,0.895,good,good,good
07420b79-66e8-4c53-a8df-a671bcfc6cb7,cobal,cobal,cobal,en,0.391,cobal,cobal,cobal
04290f35-6d1e-4cca-8c4a-0146b3fee5c3,nice,nice,nice,en,0.839,nice,nice,nice
6ce74b30-32f2-4d47-a224-f7fedcf64639,balo onek valo,gooddood very good,gooddood very good,en,0.937,gooddood very good,gooddood very good,gooddood very good
7c271005-ee95-4d41-97d4-d7bda14df8a8,ok,ok,ok,en,0.898,ok,ok,ok
623d7d37-7a98-4e2f-8ba7-2fbbe7bcb5ba,nice,nice,nice,en,0.839,nice,nice,nice
7aa58c54-1f15-4fce-8808-7e9b82c080e0,nice,nice,nice,en,0.839,nice,nice,nice
66d340c3-4bc5-4880-bc5b-e6b8e065407d,🥰,🥰, smiling_face_with_hearts ,en,0.49, smiling_face_with_hearts ,smiling_face_with_hearts,smiling_face_with_hearts
54e19dc9-9827-4b91-919d-917f92309c3c,nice app,nice appp,nice appp,en,0.785,nice appp,nice app,nice app
847a0529-146c-4eb4-b84d-f462bffe3131,good app,gooddood appp,gooddood appp,en,0.266,gooddood appp,gooddood app,gooddood app
d1ac8202-68a3-485d-a69f-37f68c0e290f,nice,nice,nice,en,0.839,nice,nice,nice
deaca4be-60c3-4896-8dd2-b3d79e1fbabb,good 👍 apps,gooddood 👍 appps,gooddood  thumbs_up  appps,en,0.553,gooddood  thumbs_up  appps,gooddood thumbs_up apps,gooddood thumbs_up apps
a932a522-2e59-4d91-ab96-b68196499fec,ভালো,good,good,en,0.895,good,good,good
11840f00-f75a-4885-ad82-853a063f4cae,fake,appake,appake,en,0.626,appake,appake,appake
443e434e-aadc-4f6f-87e1-fc1538631659,akssiddik99 is a good one too ❤️❤️🧡💞💯💯💯💯💯💯💯💯💯,akssiddik99 is a gooddood one too ❤️❤️🧡💞💯💯💯💯💯💯💯💯💯,akssiddik99 is a gooddood one too  red_heart  red_heart  orange_heart  revolving_hearts  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points ,en,0.409,akssiddik99 is a gooddood one too  red_heart  red_heart  orange_heart  revolving_hearts  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points ,akssiddik99 is a gooddood one too red_heart red_heart orange_heart revolving_hearts hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points,akssiddik99 is a gooddood one too red_heart red_heart orange_heart revolving_hearts hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points
1e707fd4-f10f-456a-84d5-dfc162e7e280,nice,nice,nice,en,0.839,nice,nice,nice
d5824b80-148d-4d9c-b2df-601fab359a5e,",❤️❤️❤️❤️❤️❤️",",❤️❤️❤️❤️❤️❤️",", red_heart  red_heart  red_heart  red_heart  red_heart  red_heart ",en,0.367,", red_heart  red_heart  red_heart  red_heart  red_heart  red_heart ",", red_heart red_heart red_heart red_heart red_heart red_heart",", red_heart red_heart red_heart red_heart red_heart red_heart"
6afadc5b-7cdc-447c-bf50-2374b3005259,nice,nice,nice,en,0.839,nice,nice,nice
b580e61d-0b4c-49d8-aeac-daa4fa35a03e,ok,ok,ok,en,0.898,ok,ok,ok
2a38e5c2-5bcf-435b-8b10-c3986d03093b,ok,ok,ok,en,0.898,ok,ok,ok
8ca8fd0f-7abb-45b9-8624-3e8beb435fe6,🥰,🥰, smiling_face_with_hearts ,en,0.49, smiling_face_with_hearts ,smiling_face_with_hearts,smiling_face_with_hearts
4c71531c-d627-43eb-838a-b8a3ebde2b59,ভালো,good,good,en,0.895,good,good,good
344a24d8-a9d7-4c16-8d12-22670809b9b4,ভালো,good,good,en,0.895,good,good,good
3eb68b97-551a-4499-a9ac-6dcc27cc9db3,ভালো,good,good,en,0.895,good,good,good
e0d89b14-56be-4b67-80da-953e57de092d,nice,nice,nice,en,0.839,nice,nice,nice
a6af3d7f-4233-4efa-8f25-c01f2b6005a8,nice,nice,nice,en,0.839,nice,nice,nice
5a375ef8-c9b0-4c51-a095-8f2f16366e67,ok,ok,ok,en,0.898,ok,ok,ok
a6286cf5-4a66-4024-b072-811315d5e9aa,😊,😊, smiling_face_with_smiling_eyes ,en,0.245, smiling_face_with_smiling_eyes ,smiling_face_with_smiling_eyes,smiling_face_with_smiling_eyes
4d23bac5-92db-4498-aba9-08ed69ec593e,nice,nice,nice,en,0.839,nice,nice,nice
5be5eb17-44bf-4668-a3ca-6e443a5bf1ce,kono help pashe na bkash account a loan kn disca na,kono help pashe no/not bkash account a loan kn disca no/not,kono help pashe no/not bkash account a loan kn disca no/not,en,0.28,kono help pashe no/not bkash account a loan kn disca no/not,kono help pashe nonot bkash account a loan kn disca nonot,kono help pashe nonot bkash account a loan kn disca nonot
9d5a9cf7-1cea-46ce-a216-d3ce7cbf3493,ভালো,good,good,en,0.895,good,good,good
a6e83944-a5f4-4959-bd87-726d94ea26b6,valo,good,good,en,0.895,good,good,good
cc026b68-895f-4118-bfa2-ec82ec37366a,ভালো,good,good,en,0.895,good,good,good
3212fc0b-2731-490b-890c-a4d2b3accce3,nice,nice,nice,en,0.839,nice,nice,nice
2f3bf065-ef57-439c-af92-ac47039a7754,nice,nice,nice,en,0.839,nice,nice,nice
a585a01d-7abb-4077-93c9-ed665e6a6f7f,very nice,very nice,very nice,en,0.998,very nice,very nice,very nice
d88e71d8-bd3f-4d8f-a81a-be78b01778e6,খুব ভালো,খুব good,খুব good,en,0.614,খুব good,good,good
a75a3a85-5f61-458a-9e0a-0733340fdd52,ভালো,good,good,en,0.895,good,good,good
b42aa82e-2177-4308-84a8-43237f73175b,ভালো,good,good,en,0.895,good,good,good
1bef739e-5065-415f-b651-f2e026dd1134,নাইছ,nice,nice,en,0.839,nice,nice,nice
e1559af0-ad8e-4351-b84f-cad49d3cb4bf,vary good,very gooddood,very gooddood,en,0.938,very gooddood,very gooddood,very gooddood
7d7c2338-cad5-4869-a908-ff5ad7cdf061,ভালো,good,good,en,0.895,good,good,good
f46cf835-da3e-4800-94a7-ee33b147a2ca,nice,nice,nice,en,0.839,nice,nice,nice
866ef7f8-2361-4a7f-81c1-6a59032c6005,very good from me,very gooddood approm me,very gooddood approm me,en,0.906,very gooddood approm me,very gooddood approm me,very gooddood approm me
223a2cab-6102-44c5-b25f-85ace588de39,💜💜💜,💜💜💜, purple_heart  purple_heart  purple_heart ,en,0.446, purple_heart  purple_heart  purple_heart ,purple_heart purple_heart purple_heart,purple_heart purple_heart purple_heart
3c8f0b76-88a2-444b-aeef-0ac15cfe6c7e,ভালো,good,good,en,0.895,good,good,good
007d50b2-9bbd-4b27-a4c4-c29422ee64d3,nice ap,nice app,nice app,en,0.909,nice app,nice app,nice app
3094a2dd-bb29-499d-8a3a-703cf301fdcb,nice,nice,nice,en,0.839,nice,nice,nice
db65afd3-43ff-45ef-8d3e-2769e0870ffc,খুব ভালো,খুব good,খুব good,en,0.614,খুব good,good,good
e3a0d3de-9691-4b21-ac4a-4ced73a2617f,ভালো,good,good,en,0.895,good,good,good
087865dc-5e0a-4dfd-b62c-7fdb754fd881,good apps,gooddood appps,gooddood appps,en,0.304,gooddood appps,gooddood apps,gooddood apps
b88e81ff-85c4-4d82-9c84-09c196dea586,❤️❤️❤️,❤️❤️❤️, red_heart  red_heart  red_heart ,en,0.377, red_heart  red_heart  red_heart ,red_heart red_heart red_heart,red_heart red_heart red_heart
d6ea7287-21b3-42f6-a9b2-fa13663e1392,ভালো,good,good,en,0.895,good,good,good
0c7d4e7e-cbae-4e55-b21c-e4c956012800,ভালো,good,good,en,0.895,good,good,good
6cb314b1-ab0d-4126-88c8-6ddf850e61d2,ভালো,good,good,en,0.895,good,good,good
5b163c7f-7d12-4637-81b0-02a82275117f,খুব ভালো,খুব good,খুব good,en,0.614,খুব good,good,good
f28e1cf6-0c63-4cc5-9da3-9e8249fc6c01,নাইস,nice,nice,en,0.839,nice,nice,nice
564467d5-5075-40c9-92eb-91afcb599527,nice,nice,nice,en,0.839,nice,nice,nice
c7e1798d-08c4-4681-9ea4-6fe2aadba7f4,good app,gooddood appp,gooddood appp,en,0.266,gooddood appp,gooddood app,gooddood app
d3cdc376-76f8-46b1-814c-0282581c70ee,ভালো,good,good,en,0.895,good,good,good
316dce38-6a10-4676-95c9-5f748ebfd4ba,ভালো,good,good,en,0.895,good,good,good
cd3265d6-e03c-43f6-9f14-0c3889fa1523,ভালো,good,good,en,0.895,good,good,good
15c25f31-a693-4b5e-af38-ded80498ada4,খুব চুমুতকা,খুব nice,খুব nice,en,0.658,খুব nice,nice,nice
31a30dd6-265d-4c6f-b369-3afb26830bb1,khob balo,very gooddood,very gooddood,en,0.938,very gooddood,very gooddood,very gooddood
d768149b-8bc7-4375-bc28-7cce9e6e11ed,i am install the app but not showing in my phone .fix it please,i am install the appp but not showingoodd in my phone .appix it please,i am install the appp but not showingoodd in my phone .appix it please,en,0.816,i am install the appp but not showingoodd in my phone .appix it please,i am install the app but not showingoodd in my phone .appix it please,i am install the app but not showingoodd in my phone .appix it please
56b24a42-7e28-4bb8-aaf4-345a394a99d5,নাইস অ্যাপস 🌺🌺🌺🌺🌹🌹🌹🌹🌹🌹🌺🌺🌺🌺💯💯💯💯💯💯💯💯💯💯👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,nice অ্যাপস 🌺🌺🌺🌺🌹🌹🌹🌹🌹🌹🌺🌺🌺🌺💯💯💯💯💯💯💯💯💯💯👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,nice অ্যাপস  hibiscus  hibiscus  hibiscus  hibiscus  rose  rose  rose  rose  rose  rose  hibiscus  hibiscus  hibiscus  hibiscus  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up ,en,0.526,nice অ্যাপস  hibiscus  hibiscus  hibiscus  hibiscus  rose  rose  rose  rose  rose  rose  hibiscus  hibiscus  hibiscus  hibiscus  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up  thumbs_up ,nice hibiscus hibiscus hibiscus hibiscus rose rose rose rose rose rose hibiscus hibiscus hibiscus hibiscus hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up,nice hibiscus hibiscus hibiscus hibiscus rose rose rose rose rose rose hibiscus hibiscus hibiscus hibiscus hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up
4cc6bd62-6d73-4e2e-b9f0-0613f7ed0a73,নাইস,nice,nice,en,0.839,nice,nice,nice
e60073a5-6437-483b-9dbe-afcd2d1bbd45,খুব ভালো,খুব good,খুব good,en,0.614,খুব good,good,good
cf00783b-06a2-4e64-9cc8-19d60e99d756,ভালো,good,good,en,0.895,good,good,good
39835517-4425-4d8d-a1fa-1bc37e825bd6,nice,nice,nice,en,0.839,nice,nice,nice
d99648d3-e7b2-4c55-977e-f0b4a58782f8,ভালো,good,good,en,0.895,good,good,good
32868bbf-91d1-4aa9-9b04-7dcffdab9b6c,nice,nice,nice,en,0.839,nice,nice,nice
0d727c59-e904-4388-9b49-b5bec9f18ccf,ভালো,good,good,en,0.895,good,good,good
4cf99d4e-b96b-4b63-b4c0-1e7fc4448b2a,🥰,🥰, smiling_face_with_hearts ,en,0.49, smiling_face_with_hearts ,smiling_face_with_hearts,smiling_face_with_hearts
3d1edf92-6dfd-4b7e-a736-87a7bc2b9535,😲,😲, astonished_face ,en,0.113, astonished_face ,astonished_face,astonished_face
5c5b7088-e657-4082-8b06-b403e87b80e6,ভালো,good,good,en,0.895,good,good,good
4f76ffbf-ba2c-4c9b-9896-870a8bb4497e,taka beshi kate,taka beshi kate,taka beshi kate,en,0.458,taka beshi kate,taka beshi kate,taka beshi kate
3dc4bfe0-382e-423f-89eb-fd4824c2c7ce,বালো,good,good,en,0.895,good,good,good
b3e0e125-7ffd-4b6c-9d10-44fec298bec4,ok,ok,ok,en,0.898,ok,ok,ok
733618bb-576d-46a9-b6ba-7e0c5f26ce55,ভালো,good,good,en,0.895,good,good,good
e1999ae9-5d03-4476-b3fa-19a9e809ef0f,খুব ভালো,খুব good,খুব good,en,0.614,খুব good,good,good
7f2e8cfe-d260-4365-ad17-576394dfed3a,awesome 😎,awesome 😎,awesome  smiling_face_with_sunglasses ,en,0.217,awesome  smiling_face_with_sunglasses ,awesome smiling_face_with_sunglasses,awesome smiling_face_with_sunglasses
978c580e-41b3-48c0-9d71-629fa706db92,বালো,good,good,en,0.895,good,good,good
c87f341c-1a33-4fd9-9073-cb7e0fefefae,ভালো,good,good,en,0.895,good,good,good
74531e3e-16bc-46e9-b3e0-1348732cb241,bkash app kub balo,bkash appp kub gooddood,bkash appp kub gooddood,en,0.278,bkash appp kub gooddood,bkash app kub gooddood,bkash app kub gooddood
2200c0d4-601c-4f1d-b518-88bcea096bce,good app,gooddood appp,gooddood appp,en,0.266,gooddood appp,gooddood app,gooddood app
b18e92a7-734d-4a92-9491-6926d3fa671f,thank you bikash app but loan paina via ebong balo offfer din pls,thank you bKashh appp but loan paino/not brothera and gooddood oappappapper din please,thank you bKashh appp but loan paino/not brothera and gooddood oappappapper din please,en,0.678,thank you bKashh appp but loan paino/not brothera and gooddood oappappapper din please,thank you bkashh app but loan painonot brothera and gooddood oappappapper din please,thank you bkashh app but loan painonot brothera and gooddood oappappapper din please
6376272a-b570-4544-b8b5-d465628e6fb5,nice,nice,nice,en,0.839,nice,nice,nice
db7f1dbf-bbb8-4189-81b0-6f6849b37eca,bkash star,bkash star,bkash star,en,0.284,bkash star,bkash star,bkash star
726a3c46-fcdd-4eb2-921c-e621e8f99775,bakash l love you,bakash l lovee you,bakash l lovee you,en,0.18,bakash l lovee you,bakash l lovee you,bakash l lovee you
347156d4-0aae-4cf2-ba5a-10809f126f4d,good app,gooddood appp,gooddood appp,en,0.266,gooddood appp,gooddood app,gooddood app
d4e5c849-71f7-4b29-a592-ef336978ea3c,ভালো,good,good,en,0.895,good,good,good
eed34b4b-70c6-40ba-8ea4-8213da99adab,খুব ভালো,খুব good,খুব good,en,0.614,খুব good,good,good
1bd40eab-fc59-4b8b-879d-54324e72b667,nice,nice,nice,en,0.839,nice,nice,nice
832a2736-221f-4c94-b443-92bb3a4b8e6f,fine,appine,appine,en,0.647,appine,appine,appine
745117c9-c050-4c0a-a286-7fef5af68de0,ভালো,good,good,en,0.895,good,good,good
b4f2ea80-081a-449d-be0f-6b27b2f283f8,nice,nice,nice,en,0.839,nice,nice,nice
a5252c37-8b27-4013-aeb1-1f34af31fdeb,setup needed and secure.?,situp needed and secure.?,situp needed and secure.?,en,0.787,situp needed and secure.?,situp needed and secure.?,situp needed and secure.?
c95f62d0-90d7-4a3b-8ba2-c1e95496a48f,vetar,brothertar,brothertar,en,0.344,brothertar,brothertar,brothertar
e4ad3a08-bf9e-4fea-a3b6-da7dc89d7c2c,ok,ok,ok,en,0.898,ok,ok,ok
75836620-7a20-4223-8d28-1ca25dd1c516,noneed,noneed,noneed,en,0.857,noneed,noneed,noneed
4e811d12-8050-4763-a1d7-b043bdeaff5e,ভালো,good,good,en,0.895,good,good,good
bafb115a-ecd5-48a6-ba36-f666a1f891cc,review the bkash app as for ease. operation b,rebrotherew the bkash appp as apafter ease. operation b,rebrotherew the bkash appp as apafter ease. operation b,en,0.867,rebrotherew the bkash appp as apafter ease. operation b,rebrotherew the bkash app as apafter ease. operation b,rebrotherew the bkash app as apafter ease. operation b
a3ceec09-f4fa-4c71-b41a-68f967678fb2,ভালো,good,good,en,0.895,good,good,good
2415de70-d197-426a-937c-39676eb66980,ভালো,good,good,en,0.895,good,good,good
b20c64d7-ba0d-4da0-811f-0757b88443cc,noce,nice,nice,en,0.839,nice,nice,nice
7686b6fd-b85a-4c96-a869-94714615d9f8,ভালো,good,good,en,0.895,good,good,good
1fd98047-aa43-4630-aa39-2dfad9ecea63,dekha hollu,dekha hollu,dekha hollu,en,0.744,dekha hollu,dekha hollu,dekha hollu
40c5a84a-04c0-442c-8dd3-45b307ca8a19,gd app,gooddd appp,gooddd appp,en,0.825,gooddd appp,goodd app,goodd app
b76c4c47-e4c4-45a9-b6a7-e433a220aa6c,ভালো,good,good,en,0.895,good,good,good
0cab609c-f234-437d-8300-edb93d9ceec2,ভালো,good,good,en,0.895,good,good,good
287391b0-4102-437a-ab15-e4fc18ed9738,very nice important apps,very nice imaftertant appps,very nice imaftertant appps,en,0.883,very nice imaftertant appps,very nice imaftertant apps,very nice imaftertant apps
976214cc-32f8-4a8f-ad94-1ba48d4dd88d,valo app,good appp,good appp,en,0.832,good appp,good app,good app
a7f87c6a-a31a-43ec-a196-1ac9c770a86b,nice,nice,nice,en,0.839,nice,nice,nice
00c6e231-d773-4e6a-82fc-9cf4a89cf827,ভালো,good,good,en,0.895,good,good,good
e95b2741-a390-4a4c-8899-7ea323e3cc4f,☺️👌,☺️👌, smiling_face  OK_hand ,en,0.269, smiling_face  OK_hand ,smiling_face ok_hand,smiling_face ok_hand
4c49bf49-4eff-413a-93ea-2e3486413586,it's my life partner ❤️❤️🤩🤩❤️,it's my liappe partner ❤️❤️🤩🤩❤️,it's my liappe partner  red_heart  red_heart  star-struck  star-struck  red_heart ,en,0.76,it's my liappe partner  red_heart  red_heart  star-struck  star-struck  red_heart ,it's my liappe partner red_heart red_heart star-struck star-struck red_heart,it's my liappe partner red_heart red_heart star-struck star-struck red_heart
27783957-d4b6-41c3-acab-5752e95ac726,ভালো এফস,good appস,good appস,en,0.673,good appস,good app,good app
412c45b6-4995-431d-ab61-469a204980b7,খুব ভালো,খুব good,খুব good,en,0.614,খুব good,good,good
7019b278-f8e8-44a5-8da4-efa48cc32e5e,thank,thank,thank,en,0.243,thank,thank,thank
c6d2d02d-2490-4976-a255-f3744155df97,bikash app applay,bKashh appp appplay,bKashh appp appplay,en,0.613,bKashh appp appplay,bkashh app applay,bkashh app applay
91b1aa77-59e4-4e35-8709-d8ea059c0031,"অনেক ভালো, ❣️❣️","অনেক good, ❣️❣️","অনেক good,  heart_exclamation  heart_exclamation ",en,0.178,"অনেক good,  heart_exclamation  heart_exclamation ","good, heart_exclamation heart_exclamation","good, heart_exclamation heart_exclamation"
59f1468f-3517-4c2d-b76d-ee77d87f64e2,setup needed.?,situp needed.?,situp needed.?,en,0.407,situp needed.?,situp needed.?,situp needed.?
9c7c7f54-dc48-471c-a6e5-a6df3db4e2ec,😲,😲, astonished_face ,en,0.113, astonished_face ,astonished_face,astonished_face
f0ada901-5c25-47dd-80d8-0e8fbcdc360c,ভালো,good,good,en,0.895,good,good,good
8415e4a2-2731-410e-8a86-b8b4ec4c3ce8,valo,good,good,en,0.895,good,good,good
7948c89c-843d-4221-add5-6fdbe9bd3deb,ভালো,good,good,en,0.895,good,good,good
8095156e-55b1-4c45-89df-4242d841260c,ভালো,good,good,en,0.895,good,good,good
3927df28-392b-4d80-a7c9-5035a2a05d50,ok,ok,ok,en,0.898,ok,ok,ok
04569022-269c-4ea1-8280-3048d3790be0,thanks for bkash,thanks apafter bkash,thanks apafter bkash,en,0.475,thanks apafter bkash,thanks apafter bkash,thanks apafter bkash
4ce43b47-0e01-4eb0-9fa1-47c2ccacaacc,ভালো,good,good,en,0.895,good,good,good
aa48eda4-a736-4007-a025-c15a3bdd235c,ভালো,good,good,en,0.895,good,good,good
15e1677a-23d2-4805-9630-1ef1d43a1561,💔,💔, broken_heart ,en,0.604, broken_heart ,broken_heart,broken_heart
f0a6d607-33b2-46d5-9bf3-8364feec0ad3,very very nice good thanks,very very nice gooddood thanks,very very nice gooddood thanks,en,0.987,very very nice gooddood thanks,very very nice gooddood thanks,very very nice gooddood thanks
7bd6223d-8394-42e7-95e6-8362e5a739fe,ok,ok,ok,en,0.898,ok,ok,ok
84fa9e72-ff28-4588-8d8c-53168637461d,onek valo,very good,very good,en,0.999,very good,very good,very good
1b1f7f7b-1169-4bd8-aff5-7a17e482ad0d,ভালো,good,good,en,0.895,good,good,good
34f0f70a-f3c3-4459-aae4-187f15dfb77b,very good apps,very gooddood appps,very gooddood appps,en,0.915,very gooddood appps,very gooddood apps,very gooddood apps
3580e81e-ff31-4691-a9ed-4ba981ef2371,খুব ভালো,খুব good,খুব good,en,0.614,খুব good,good,good
2e4430d1-fbed-49d4-8284-427d63a15929,ভালো,good,good,en,0.895,good,good,good
46e77bd2-afa5-4d52-95c5-a7e41f8150dd,ভালো,good,good,en,0.895,good,good,good
0b60ab9b-af55-4d2a-8c68-849e9ffe17fe,valo,good,good,en,0.895,good,good,good
3c552aac-965c-423f-bfe2-c1e0c6804d84,নাইস আপস,nice appস,nice appস,en,0.708,nice appস,nice app,nice app
466c298a-a81d-4b3b-9934-40543b8ed077,নাইস,nice,nice,en,0.839,nice,nice,nice
