app_name,review_id,review_date,rating,review_text,review_text_clean,thumbs_up_count,app_version
bKash,795f9d68-56ba-4cc7-b435-6e8909977a44,2026-05-22 19:03:40,5,eta onek valo,ita very good,0,6.9.5
bKash,57efeda8-cc14-4fec-b0d8-22a5cad4d3fb,2026-05-22 12:45:39,5,খুব ভালো,good,0,7.1.0
bKash,a68dd288-33b4-4cb5-b040-46e325c94cb6,2026-05-22 10:39:17,5,Nice,nice,0,7.0.0
bKash,af8270fa-fc39-4ae4-83d2-53794448a4e7,2026-05-22 00:27:49,5,available holiday,abrotherlable holiday,0,7.2.0
bKash,6a23d7f6-8872-465c-9382-58101123d0d6,2026-05-21 08:32:09,5,খুব ভালো,good,0,7.2.0
bKash,b14ee159-cac3-4adf-8dd3-5931e098045a,2026-05-21 05:59:00,1,valo,good,0,7.2.0
bKash,fda7a59e-9afb-463c-a40a-59461c5f6ec3,2026-05-20 19:52:43,5,খুবই ভালো,good,0,7.2.0
bKash,00efdbbc-b136-478e-8ac6-c1606db35a74,2026-05-19 00:19:21,5,ভালো,good,1,7.2.0
bKash,3001db33-de25-4d0b-86d7-8a5cd597a495,2026-05-18 18:21:07,5,valo,good,0,7.1.0
bKash,ea27d44c-6ec3-46d9-aa5a-443e6a955344,2026-05-18 03:04:59,5,good app,gooddood app,0,unknown
bKash,f4ed9991-eac1-4f75-aff7-7bb31d0c117a,2026-05-17 21:41:16,5,ভালো,good,0,7.1.0
bKash,51593077-b365-413c-8430-4d1a492f7b65,2026-05-17 21:11:47,5,ভালো,good,0,7.1.0
bKash,a4deaac3-918c-4713-820f-c45359c3aa53,2026-05-17 15:19:10,5,ভালো,good,2,7.2.0
bKash,07420b79-66e8-4c53-a8df-a671bcfc6cb7,2026-05-17 02:11:27,5,cobal,cobal,0,7.1.0
bKash,04290f35-6d1e-4cca-8c4a-0146b3fee5c3,2026-05-16 16:34:30,5,nice,nice,0,unknown
bKash,6ce74b30-32f2-4d47-a224-f7fedcf64639,2026-05-16 11:20:05,5,balo onek valo,gooddood very good,0,7.1.0
bKash,7c271005-ee95-4d41-97d4-d7bda14df8a8,2026-05-15 18:56:34,5,ok,ok,0,7.1.0
bKash,623d7d37-7a98-4e2f-8ba7-2fbbe7bcb5ba,2026-05-15 17:22:55,5,Nice,nice,0,7.1.0
bKash,7aa58c54-1f15-4fce-8808-7e9b82c080e0,2026-05-15 14:29:23,5,Nice,nice,0,7.1.0
bKash,66d340c3-4bc5-4880-bc5b-e6b8e065407d,2026-05-14 23:45:45,5,🥰,smiling_face_with_hearts,0,7.1.0
bKash,54e19dc9-9827-4b91-919d-917f92309c3c,2026-05-14 20:07:22,5,nice app,nice app,0,unknown
bKash,847a0529-146c-4eb4-b84d-f462bffe3131,2026-05-13 23:19:42,5,good app,gooddood app,0,unknown
bKash,d1ac8202-68a3-485d-a69f-37f68c0e290f,2026-05-13 21:16:37,5,nice,nice,0,unknown
bKash,deaca4be-60c3-4896-8dd2-b3d79e1fbabb,2026-05-13 20:22:39,5,Good 👍 apps,gooddood thumbs_up apps,0,unknown
bKash,a932a522-2e59-4d91-ab96-b68196499fec,2026-05-13 06:40:03,5,ভালো,good,2,7.1.0
bKash,11840f00-f75a-4885-ad82-853a063f4cae,2026-05-13 05:30:06,1,fake,appake,1,7.1.0
bKash,443e434e-aadc-4f6f-87e1-fc1538631659,2026-05-12 15:22:36,5,Akssiddik99 is a good one too ❤️❤️🧡💞💯💯💯💯💯💯💯💯💯,akssiddik99 is a gooddood one too red_heart red_heart orange_heart revolving_hearts hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points,0,unknown
bKash,1e707fd4-f10f-456a-84d5-dfc162e7e280,2026-05-12 13:10:43,5,nice,nice,0,unknown
bKash,d5824b80-148d-4d9c-b2df-601fab359a5e,2026-05-11 22:34:10,5,",❤️❤️❤️❤️❤️❤️",", red_heart red_heart red_heart red_heart red_heart red_heart",0,7.1.0
bKash,6afadc5b-7cdc-447c-bf50-2374b3005259,2026-05-11 13:34:42,5,nice,nice,0,7.1.0
bKash,b580e61d-0b4c-49d8-aeac-daa4fa35a03e,2026-05-11 10:30:44,5,ok,ok,0,7.1.0
bKash,2a38e5c2-5bcf-435b-8b10-c3986d03093b,2026-05-11 01:05:34,5,ok,ok,0,7.1.0
bKash,8ca8fd0f-7abb-45b9-8624-3e8beb435fe6,2026-05-10 18:17:24,1,🥰,smiling_face_with_hearts,1,7.1.0
bKash,4c71531c-d627-43eb-838a-b8a3ebde2b59,2026-05-10 10:56:20,5,ভালো,good,0,unknown
bKash,344a24d8-a9d7-4c16-8d12-22670809b9b4,2026-05-10 10:48:03,5,ভালো,good,0,7.0.0
bKash,3eb68b97-551a-4499-a9ac-6dcc27cc9db3,2026-05-10 09:16:02,4,ভালো,good,0,unknown
bKash,e0d89b14-56be-4b67-80da-953e57de092d,2026-05-10 06:48:54,5,nice,nice,0,7.1.0
bKash,a6af3d7f-4233-4efa-8f25-c01f2b6005a8,2026-05-09 23:33:08,5,nice,nice,0,6.8.2
bKash,5a375ef8-c9b0-4c51-a095-8f2f16366e67,2026-05-09 22:40:07,5,ok,ok,1,7.1.0
bKash,a6286cf5-4a66-4024-b072-811315d5e9aa,2026-05-09 18:22:30,5,😊,smiling_face_with_smiling_eyes,0,unknown
bKash,4d23bac5-92db-4498-aba9-08ed69ec593e,2026-05-09 14:47:26,5,Nice,nice,0,unknown
bKash,5be5eb17-44bf-4668-a3ca-6e443a5bf1ce,2026-05-08 23:33:17,5,kono help Pashe na bKash Account a loan kn disca na,kono help pashe nonot bkash account a loan kn disca nonot,0,7.1.0
bKash,9d5a9cf7-1cea-46ce-a216-d3ce7cbf3493,2026-05-08 20:08:32,5,ভালো,good,0,7.1.0
bKash,a6e83944-a5f4-4959-bd87-726d94ea26b6,2026-05-08 17:23:39,5,valo,good,0,7.1.0
bKash,cc026b68-895f-4118-bfa2-ec82ec37366a,2026-05-08 13:51:21,4,ভালো,good,0,6.9.5
bKash,3212fc0b-2731-490b-890c-a4d2b3accce3,2026-05-08 11:47:35,5,nice,nice,0,7.1.0
bKash,2f3bf065-ef57-439c-af92-ac47039a7754,2026-05-08 10:41:43,5,nice,nice,0,unknown
bKash,a585a01d-7abb-4077-93c9-ed665e6a6f7f,2026-05-08 00:55:34,5,very nice,very nice,0,7.1.0
bKash,d88e71d8-bd3f-4d8f-a81a-be78b01778e6,2026-05-07 21:51:44,5,খুব ভালো,good,0,7.1.0
bKash,a75a3a85-5f61-458a-9e0a-0733340fdd52,2026-05-07 07:54:49,5,ভালো,good,0,7.0.0
bKash,b42aa82e-2177-4308-84a8-43237f73175b,2026-05-07 01:18:21,5,ভালো,good,0,7.1.0
bKash,1bef739e-5065-415f-b651-f2e026dd1134,2026-05-06 17:18:28,5,নাইছ,nice,0,7.1.0
bKash,e1559af0-ad8e-4351-b84f-cad49d3cb4bf,2026-05-05 22:00:14,5,vary good,very gooddood,0,7.1.0
bKash,7d7c2338-cad5-4869-a908-ff5ad7cdf061,2026-05-05 20:30:02,5,ভালো,good,0,7.0.0
bKash,f46cf835-da3e-4800-94a7-ee33b147a2ca,2026-05-05 20:00:56,5,nice,nice,0,unknown
bKash,866ef7f8-2361-4a7f-81c1-6a59032c6005,2026-05-05 19:44:15,5,very good from me,very gooddood approm me,0,7.1.0
bKash,223a2cab-6102-44c5-b25f-85ace588de39,2026-05-05 01:28:14,5,💜💜💜,purple_heart purple_heart purple_heart,0,7.0.0
bKash,3c8f0b76-88a2-444b-aeef-0ac15cfe6c7e,2026-05-04 15:38:16,5,ভালো,good,0,7.1.0
bKash,007d50b2-9bbd-4b27-a4c4-c29422ee64d3,2026-05-04 11:32:06,4,nice ap,nice app,0,unknown
bKash,3094a2dd-bb29-499d-8a3a-703cf301fdcb,2026-05-03 23:46:36,5,nice,nice,0,unknown
bKash,db65afd3-43ff-45ef-8d3e-2769e0870ffc,2026-05-03 23:21:20,2,খুব ভালো,good,0,7.1.0
bKash,e3a0d3de-9691-4b21-ac4a-4ced73a2617f,2026-05-03 22:12:22,5,ভালো,good,0,7.1.0
bKash,087865dc-5e0a-4dfd-b62c-7fdb754fd881,2026-05-03 20:33:46,5,good apps,gooddood apps,0,unknown
bKash,b88e81ff-85c4-4d82-9c84-09c196dea586,2026-05-03 08:17:16,4,❤️❤️❤️,red_heart red_heart red_heart,0,unknown
bKash,d6ea7287-21b3-42f6-a9b2-fa13663e1392,2026-05-02 21:41:40,5,ভালো,good,0,unknown
bKash,0c7d4e7e-cbae-4e55-b21c-e4c956012800,2026-05-01 17:53:48,5,ভালো,good,0,7.1.0
bKash,6cb314b1-ab0d-4126-88c8-6ddf850e61d2,2026-04-30 08:54:28,5,ভালো,good,0,unknown
bKash,5b163c7f-7d12-4637-81b0-02a82275117f,2026-04-29 22:06:48,5,খুব ভালো,good,0,unknown
bKash,f28e1cf6-0c63-4cc5-9da3-9e8249fc6c01,2026-04-29 21:27:23,5,নাইস,nice,0,7.1.0
bKash,564467d5-5075-40c9-92eb-91afcb599527,2026-04-29 17:30:23,5,nice,nice,0,unknown
bKash,c7e1798d-08c4-4681-9ea4-6fe2aadba7f4,2026-04-27 16:36:06,5,good app,gooddood app,0,7.1.0
bKash,d3cdc376-76f8-46b1-814c-0282581c70ee,2026-04-27 05:09:41,5,ভালো,good,0,7.1.0
bKash,316dce38-6a10-4676-95c9-5f748ebfd4ba,2026-04-27 01:33:27,5,ভালো,good,0,7.1.0
bKash,cd3265d6-e03c-43f6-9f14-0c3889fa1523,2026-04-26 20:18:52,5,ভালো,good,0,unknown
bKash,15c25f31-a693-4b5e-af38-ded80498ada4,2026-04-26 12:21:31,5,খুব চুমুতকা,nice,0,unknown
bKash,31a30dd6-265d-4c6f-b369-3afb26830bb1,2026-04-24 19:59:05,5,khob balo,very gooddood,0,unknown
bKash,d768149b-8bc7-4375-bc28-7cce9e6e11ed,2026-04-24 19:21:33,1,I am install the app but not showing in my phone .fix it please,i am install the app but not showingoodd in my phone .appix it please,7,7.1.0
bKash,56b24a42-7e28-4bb8-aaf4-345a394a99d5,2026-04-24 13:03:23,5,নাইস অ্যাপস 🌺🌺🌺🌺🌹🌹🌹🌹🌹🌹🌺🌺🌺🌺💯💯💯💯💯💯💯💯💯💯👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,nice hibiscus hibiscus hibiscus hibiscus rose rose rose rose rose rose hibiscus hibiscus hibiscus hibiscus hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up,0,7.1.0
bKash,4cc6bd62-6d73-4e2e-b9f0-0613f7ed0a73,2026-04-24 11:13:32,5,নাইস,nice,0,7.1.0
bKash,e60073a5-6437-483b-9dbe-afcd2d1bbd45,2026-04-23 23:32:55,1,খুব ভালো,good,1,6.7.0
bKash,cf00783b-06a2-4e64-9cc8-19d60e99d756,2026-04-23 21:37:06,5,ভালো,good,0,unknown
bKash,39835517-4425-4d8d-a1fa-1bc37e825bd6,2026-04-23 16:05:31,5,nice,nice,0,7.1.0
bKash,d99648d3-e7b2-4c55-977e-f0b4a58782f8,2026-04-22 04:01:54,5,ভালো,good,0,7.1.0
bKash,32868bbf-91d1-4aa9-9b04-7dcffdab9b6c,2026-04-21 19:30:18,5,nice,nice,0,7.1.0
bKash,0d727c59-e904-4388-9b49-b5bec9f18ccf,2026-04-19 20:20:57,5,ভালো,good,0,7.1.0
bKash,4cf99d4e-b96b-4b63-b4c0-1e7fc4448b2a,2026-04-18 19:39:15,5,🥰,smiling_face_with_hearts,0,7.1.0
bKash,3d1edf92-6dfd-4b7e-a736-87a7bc2b9535,2026-04-17 22:49:11,4,😲,astonished_face,0,7.1.0
bKash,5c5b7088-e657-4082-8b06-b403e87b80e6,2026-04-16 13:12:57,5,ভালো,good,1,unknown
bKash,4f76ffbf-ba2c-4c9b-9896-870a8bb4497e,2026-04-16 05:53:59,5,taka beshi kate,taka beshi kate,0,unknown
bKash,3dc4bfe0-382e-423f-89eb-fd4824c2c7ce,2026-04-14 20:34:46,5,বালো,good,0,7.1.0
bKash,b3e0e125-7ffd-4b6c-9d10-44fec298bec4,2026-04-13 01:15:11,5,ok,ok,0,7.1.0
bKash,733618bb-576d-46a9-b6ba-7e0c5f26ce55,2026-04-11 09:14:24,5,ভালো,good,0,6.9.5
bKash,e1999ae9-5d03-4476-b3fa-19a9e809ef0f,2026-04-11 00:29:38,5,খুব ভালো,good,0,7.1.0
bKash,7f2e8cfe-d260-4365-ad17-576394dfed3a,2026-04-09 19:55:33,5,Awesome 😎,awesome smiling_face_with_sunglasses,0,7.1.0
bKash,978c580e-41b3-48c0-9d71-629fa706db92,2026-04-09 18:00:10,5,বালো,good,0,unknown
bKash,c87f341c-1a33-4fd9-9073-cb7e0fefefae,2026-04-09 10:24:18,5,ভালো,good,0,unknown
bKash,74531e3e-16bc-46e9-b3e0-1348732cb241,2026-04-08 22:39:52,5,Bkash app kub balo,bkash app kub gooddood,1,7.1.0
bKash,2200c0d4-601c-4f1d-b518-88bcea096bce,2026-04-08 22:26:27,5,good app,gooddood app,0,7.1.0
bKash,b18e92a7-734d-4a92-9491-6926d3fa671f,2026-04-07 22:20:39,5,Thank you bikash app but loan paina via ebong balo offfer din pls,thank you bkashh app but loan painonot brothera and gooddood oappappapper din please,9,7.1.0
bKash,6376272a-b570-4544-b8b5-d465628e6fb5,2026-04-07 21:52:33,5,nice,nice,0,unknown
bKash,db7f1dbf-bbb8-4189-81b0-6f6849b37eca,2026-04-07 02:17:46,5,bkash star,bkash star,0,7.1.0
bKash,726a3c46-fcdd-4eb2-921c-e621e8f99775,2026-04-06 21:54:58,5,bakash l love you,bakash l lovee you,0,unknown
bKash,347156d4-0aae-4cf2-ba5a-10809f126f4d,2026-04-06 17:29:04,5,Good app,gooddood app,0,7.1.0
bKash,d4e5c849-71f7-4b29-a592-ef336978ea3c,2026-04-06 14:36:09,5,ভালো,good,0,unknown
bKash,eed34b4b-70c6-40ba-8ea4-8213da99adab,2026-04-05 23:24:11,5,খুব ভালো,good,0,7.1.0
bKash,1bd40eab-fc59-4b8b-879d-54324e72b667,2026-04-04 23:54:23,5,Nice,nice,0,unknown
bKash,832a2736-221f-4c94-b443-92bb3a4b8e6f,2026-04-04 11:32:22,5,fine,appine,0,7.1.0
bKash,745117c9-c050-4c0a-a286-7fef5af68de0,2026-04-03 06:34:46,5,ভালো,good,0,7.1.0
bKash,b4f2ea80-081a-449d-be0f-6b27b2f283f8,2026-04-02 21:32:38,5,nice,nice,0,7.0.0
bKash,a5252c37-8b27-4013-aeb1-1f34af31fdeb,2026-04-01 14:32:53,5,Setup needed and secure.?,situp needed and secure.?,0,unknown
bKash,c95f62d0-90d7-4a3b-8ba2-c1e95496a48f,2026-04-01 00:34:55,5,vetar,brothertar,0,7.1.0
bKash,e4ad3a08-bf9e-4fea-a3b6-da7dc89d7c2c,2026-03-31 15:36:15,5,ok,ok,0,7.1.0
bKash,75836620-7a20-4223-8d28-1ca25dd1c516,2026-03-31 00:22:49,4,noneed,noneed,4,7.1.0
bKash,4e811d12-8050-4763-a1d7-b043bdeaff5e,2026-03-30 23:37:27,5,ভালো,good,0,7.1.0
bKash,bafb115a-ecd5-48a6-ba36-f666a1f891cc,2026-03-30 23:04:27,5,Review the bKash app as for ease. operation b,rebrotherew the bkash app as apafter ease. operation b,2,7.1.0
bKash,a3ceec09-f4fa-4c71-b41a-68f967678fb2,2026-03-30 21:25:14,5,ভালো,good,1,7.1.0
bKash,2415de70-d197-426a-937c-39676eb66980,2026-03-30 15:33:44,5,ভালো,good,0,unknown
bKash,b20c64d7-ba0d-4da0-811f-0757b88443cc,2026-03-30 15:20:42,5,noce,nice,0,unknown
bKash,7686b6fd-b85a-4c96-a869-94714615d9f8,2026-03-30 13:29:02,5,ভালো,good,0,7.1.0
bKash,1fd98047-aa43-4630-aa39-2dfad9ecea63,2026-03-30 12:39:20,5,dekha hollu,dekha hollu,0,unknown
bKash,40c5a84a-04c0-442c-8dd3-45b307ca8a19,2026-03-30 11:45:13,5,gd app,goodd app,0,7.1.0
bKash,b76c4c47-e4c4-45a9-b6a7-e433a220aa6c,2026-03-28 20:11:30,5,ভালো,good,1,7.1.0
bKash,0cab609c-f234-437d-8300-edb93d9ceec2,2026-03-28 09:12:13,5,ভালো,good,1,7.1.0
bKash,287391b0-4102-437a-ab15-e4fc18ed9738,2026-03-25 19:26:23,2,very nice important apps,very nice imaftertant apps,5,7.1.0
bKash,976214cc-32f8-4a8f-ad94-1ba48d4dd88d,2026-03-25 08:15:01,5,Valo app,good app,0,7.1.0
bKash,a7f87c6a-a31a-43ec-a196-1ac9c770a86b,2026-03-23 10:57:36,5,nice,nice,0,unknown
bKash,00c6e231-d773-4e6a-82fc-9cf4a89cf827,2026-03-22 04:08:53,5,ভালো,good,0,unknown
bKash,e95b2741-a390-4a4c-8899-7ea323e3cc4f,2026-03-21 22:40:36,4,☺️👌,smiling_face ok_hand,2,7.1.0
bKash,4c49bf49-4eff-413a-93ea-2e3486413586,2026-03-21 18:08:04,5,it's my life partner ❤️❤️🤩🤩❤️,it's my liappe partner red_heart red_heart star-struck star-struck red_heart,4,7.1.0
bKash,27783957-d4b6-41c3-acab-5752e95ac726,2026-03-21 14:29:32,5,ভালো এফস,good app,0,7.1.0
bKash,412c45b6-4995-431d-ab61-469a204980b7,2026-03-21 12:35:08,5,খুব ভালো,good,0,unknown
bKash,7019b278-f8e8-44a5-8da4-efa48cc32e5e,2026-03-21 04:06:20,5,thank,thank,0,unknown
bKash,c6d2d02d-2490-4976-a255-f3744155df97,2026-03-21 00:25:14,1,Bikash app applay,bkashh app applay,1,unknown
bKash,91b1aa77-59e4-4e35-8709-d8ea059c0031,2026-03-20 04:17:42,5,"অনেক ভালো, ❣️❣️","good, heart_exclamation heart_exclamation",3,7.1.0
bKash,59f1468f-3517-4c2d-b76d-ee77d87f64e2,2026-03-20 00:11:16,5,setup needed.?,situp needed.?,3,7.1.0
bKash,9c7c7f54-dc48-471c-a6e5-a6df3db4e2ec,2026-03-19 23:20:26,5,😲,astonished_face,1,7.1.0
bKash,f0ada901-5c25-47dd-80d8-0e8fbcdc360c,2026-03-19 21:19:22,5,ভালো,good,0,unknown
bKash,8415e4a2-2731-410e-8a86-b8b4ec4c3ce8,2026-03-19 20:37:41,5,valo,good,0,7.1.0
bKash,7948c89c-843d-4221-add5-6fdbe9bd3deb,2026-03-19 17:32:48,5,ভালো,good,0,unknown
bKash,8095156e-55b1-4c45-89df-4242d841260c,2026-03-19 14:41:16,5,ভালো,good,0,7.1.0
bKash,3927df28-392b-4d80-a7c9-5035a2a05d50,2026-03-19 00:25:03,5,ok,ok,0,7.1.0
bKash,04569022-269c-4ea1-8280-3048d3790be0,2026-03-18 19:39:52,5,thanks for bkash,thanks apafter bkash,0,7.1.0
bKash,4ce43b47-0e01-4eb0-9fa1-47c2ccacaacc,2026-03-18 05:26:17,5,ভালো,good,1,7.0.0
bKash,aa48eda4-a736-4007-a025-c15a3bdd235c,2026-03-18 01:12:35,5,ভালো,good,0,6.9.0
bKash,15e1677a-23d2-4805-9630-1ef1d43a1561,2026-03-17 15:57:12,5,💔,broken_heart,0,7.1.0
bKash,f0a6d607-33b2-46d5-9bf3-8364feec0ad3,2026-03-17 13:14:25,3,Very Very nice good thanks,very very nice gooddood thanks,0,5.9.6
bKash,7bd6223d-8394-42e7-95e6-8362e5a739fe,2026-03-17 02:37:29,5,ok,ok,0,7.1.0
bKash,84fa9e72-ff28-4588-8d8c-53168637461d,2026-03-16 10:19:50,5,onek valo,very good,0,6.7.0
bKash,1b1f7f7b-1169-4bd8-aff5-7a17e482ad0d,2026-03-15 20:56:56,5,ভালো,good,0,unknown
bKash,34f0f70a-f3c3-4459-aae4-187f15dfb77b,2026-03-15 00:33:47,5,Very Good Apps,very gooddood apps,0,4.9.0
bKash,3580e81e-ff31-4691-a9ed-4ba981ef2371,2026-03-13 23:07:36,4,খুব ভালো,good,4,7.1.0
bKash,2e4430d1-fbed-49d4-8284-427d63a15929,2026-03-12 12:41:46,5,ভালো,good,0,unknown
bKash,46e77bd2-afa5-4d52-95c5-a7e41f8150dd,2026-03-10 10:53:02,5,ভালো,good,0,unknown
bKash,0b60ab9b-af55-4d2a-8c68-849e9ffe17fe,2026-03-08 22:45:56,2,valo,good,4,7.1.0
bKash,3c552aac-965c-423f-bfe2-c1e0c6804d84,2026-03-08 20:06:31,5,নাইস আপস,nice app,1,7.1.0
bKash,466c298a-a81d-4b3b-9934-40543b8ed077,2026-03-08 17:58:04,1,নাইস,nice,0,unknown
bKash,7d4dae30-59fc-42d4-adf6-992698e682fc,2026-03-06 04:57:07,5,good 😊😊😊😊,gooddood smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes,2,7.1.0
bKash,9ef85069-0c71-4df8-91e0-ee097d53a0af,2026-03-04 14:36:27,5,Nice,nice,0,6.1.2
bKash,21e7e5a7-89fc-486b-b413-1a35e1f6b837,2026-03-04 10:30:39,5,azizsheikh,azizsheikh,3,7.1.0
bKash,88aa9872-c9be-4375-a023-bbece5dec314,2026-03-02 07:37:39,5,খুব ভালো,good,4,7.1.0
bKash,74411071-bfbb-45ba-9bd9-138bc23c0283,2026-03-01 21:18:01,5,নাইস 🥰🥰🥰🥰,nice smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts,2,7.1.0
bKash,c2401725-cc6f-4eee-950e-7ad03eccde2b,2026-02-28 00:55:43,5,নাইচ,nice,0,unknown
bKash,e281e955-aaea-48b2-b244-5cb56bc8f1ca,2026-02-27 13:15:10,5,nice,nice,4,7.1.0
bKash,32267162-005f-494a-ac79-080780cf5f7f,2026-02-27 10:54:29,5,নাইছ,nice,4,7.1.0
bKash,68377ae9-5688-493e-9917-4748e2eef712,2026-02-26 22:03:44,5,ভালো,good,3,7.1.0
bKash,b2559bfe-31c7-490f-a5d5-61759c0057d7,2026-02-26 20:01:50,1,really so beutifull,really so beutiappull,0,6.6.0
bKash,62a65950-2947-4b77-8834-69575840a45e,2026-02-26 19:15:31,5,Nice,nice,0,unknown
bKash,5b562ada-eddf-4670-8479-6b630cffe44a,2026-02-26 17:27:54,5,"good job, amazing service.","gooddood job, amazingoodd serbrotherce.",0,unknown
bKash,d19bcddb-f46a-4780-83a0-eb9ea3684990,2026-02-26 12:07:36,1,ভালো,good,0,6.9.5
bKash,9323d5db-aaa4-4c21-8198-19444a65f163,2026-02-26 05:40:57,5,Like bkash app,like bkash app,9,7.1.0
bKash,49ca45e3-0081-4826-b641-c9f0cedddf01,2026-02-25 16:24:00,5,excellent,excellent,3,7.1.0
bKash,9ad162b3-911c-4784-be29-50d3a75e28f4,2026-02-25 13:15:04,5,ভালো,good,6,7.1.0
bKash,6d656df9-38a9-4309-9604-bff49b94f75c,2026-02-25 05:14:51,5,Good and Necessary,gooddood and necessiry,5,7.1.0
bKash,a67c3b9f-226c-4c20-892a-58aa02b6dcbb,2026-02-25 04:10:40,5,TransferTransfer,transappertransapper,4,7.1.0
bKash,5de8dc18-249e-48e1-a1b4-24e878bd23ba,2026-02-24 20:50:27,5,ভালো,good,4,7.1.0
bKash,c7011e52-aaf4-44ee-93cf-abbb549a77ac,2026-02-24 19:29:33,5,good mornings apps,gooddood morningoodds apps,0,6.8.2
bKash,7e6b102e-7a45-470d-b800-731de1e37ca2,2026-02-24 17:37:11,5,shuvecha o ovinondhon,shuvecha o obrothernondhon,7,7.1.0
bKash,fbf11bd5-ecd9-4b09-99c7-d24ea2242861,2026-02-24 16:57:03,5,nice,nice,5,7.1.0
bKash,ab586e91-f97b-410f-8dae-00f54456b225,2026-02-24 12:51:40,5,ভালো,good,5,7.1.0
